12.3583034033;76.59602659
12.3583045533;76.59602405
12.3583045583;76.5960240467
12.35830461;76.596024065
12.358304645;76.5960240517
12.3583045633;76.596024125
12.35830231;76.5960251233
12.3583016433;76.5960263517
12.3583018683;76.59602664
12.35830211;76.59602681
12.3583016733;76.59602691
12.3583002033;76.5960267217
12.35829876;76.5960266517
12.35829765;76.5960264183
12.35829654;76.5960265283
12.3582951383;76.5960263433
12.35829402;76.596026425
12.358292685;76.59602641
12.358290935;76.5960262633
12.3582896033;76.5960263017
12.3582888417;76.5960262217
12.3582877667;76.59602617
12.3582864567;76.59602634
12.358285195;76.596026345
12.3582839717;76.5960262767
12.3582818817;76.5960262033
12.3582801517;76.5960260633
12.35827848;76.5960261533
12.3582768167;76.5960262917
12.3582757767;76.596026295
12.3582743983;76.5960266117
12.3582728017;76.5960266533
12.3582720167;76.5960267
12.3582707917;76.596026785
12.3582700317;76.5960267933
12.358270035;76.5960267983
12.3582700717;76.5960267783
12.3582704983;76.5960267983
12.358270155;76.59602683
12.3582700183;76.5960267967
12.3582690583;76.5960273583
12.3582685117;76.59602758
12.3582684283;76.596028985
12.3582673533;76.596029755
12.35826672;76.596030555
12.3582653683;76.596031015
12.3582644517;76.59603199
12.3582635117;76.5960332733
12.3582631167;76.5960332467
12.3582613017;76.596033805
12.35825998;76.5960342767
12.35825858;76.5960352033
12.358257835;76.5960355617
12.358256505;76.5960363733
12.3582554967;76.5960367767
12.35825467;76.5960377917
12.3582536017;76.5960381083
12.3582534433;76.5960381683
12.3582527483;76.59603891
12.358252285;76.5960390367
12.3582515533;76.5960401767
12.3582509717;76.5960408833
12.3582499333;76.5960417083
12.358249265;76.5960419933
12.3582480067;76.5960430767
12.35824801;76.5960438617
12.35824802;76.5960441633
12.35824718;76.5960440617
12.3582468683;76.5960440017
12.358246755;76.5960439333
12.358246645;76.5960439867
12.3582458067;76.5960442567
12.3582450067;76.5960446867
12.35824357;76.5960449333
12.3582432867;76.5960458467
12.3582408917;76.5960462333
12.35823976;76.5960464917
12.3582392633;76.5960469267
12.358239195;76.5960468433
12.358238235;76.5960468333
12.3582368817;76.596046865
12.35823648;76.5960468083
12.3582363183;76.596046905
12.35823585;76.5960475333
12.3582355817;76.59604811
12.3582347917;76.5960476317
12.35823423;76.5960477317
12.35823396;76.5960473483
12.3582337033;76.5960475933
12.3582332283;76.5960485617
12.3582329867;76.59604937
12.35823264;76.5960486817
12.3582321633;76.5960484117
12.35823193;76.5960484467
12.3582321967;76.5960497983
12.35823248;76.596050125
12.3582324033;76.5960501417
12.3582325567;76.5960500967
12.3582326267;76.59605011
12.3582326433;76.5960500783
12.3582326717;76.5960500333
12.358232435;76.5960501317
12.3582313633;76.5960499633
12.3582302283;76.5960497617
12.3582303483;76.5960501033
12.3582317283;76.5960501067
12.358231825;76.596050085
12.3582325683;76.5960507383
12.35823246;76.5960511367
12.35823112;76.5960508117
12.3582309183;76.59605081
12.3582286733;76.5960493917
12.3582277167;76.596048755
12.358227365;76.59605079
12.3582262817;76.596050535
12.35822541;76.5960510083
12.3582254767;76.59605105
12.358225145;76.5960511017
12.3582256183;76.59605052
12.3582260517;76.596050215
